"","Rank","Company","Ticker","Sector","Industry","Profitable","Founder_is_CEO","FemaleCEO","Growth_in_Jobs","Change_in_Rank","Gained_in_Rank","Dropped_in_Rank","Newcomer_to_the_Fortune500","Global500","Best_Companies","Number_of_employees","MarketCap_March31_M","RevenuePercentChange","ProfitsPercentChange","CEO","Country","HeadquartersCity","HeadquartersState","Website","CompanyType","Footnote","Revenues","Abs_Profits","Assets","MarketCap_March31"
"85",85,"Delta Air Lines","DAL","Transportation","Airlines","yes","false","false","yes",28,"yes","no","no","yes","no",95000,22392,69.2,370.7,"Edward H. Bastian","U.S.","Atlanta","GA","www.delta.com","Public","Market value as of July 17, 2023.",5.0582e+10,1.318e+09,7.2288e+10,2.2392e+10
"86",86,"Liberty Mutual Insurance Group","","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","yes",-8,"no","yes","no","yes","no",50000,NA,3.6,-86.5,"Timothy M. Sweeney","U.S.","Boston","MA","www.libertymutual.com","Private","",4.9956e+10,4.14e+08,1.60316e+11,NA
"87",87,"TJX","TJX","Retailing","Specialty Retailers: Apparel","yes","false","false","no",-12,"no","yes","no","yes","no",329000,90315,2.9,6.6,"Ernie L. Herrman","U.S.","Framingham","MA","www.tjx.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",4.9936e+10,3.498e+09,2.8349e+10,9.0315e+10
"88",88,"Progressive","PGR","Financials","Insurance: Property and Casualty (Stock)","yes","false","true","yes",-9,"no","yes","no","yes","yes",55063,83743,4,-78.5,"Susan Patricia Griffith","U.S.","Mayfield Village","OH","www.progressive.com","Public","Market value as of July 17, 2023.",4.9611e+10,7.22e+08,7.5465e+10,8.3743e+10
"89",89,"American Airlines Group","AAL","Transportation","Airlines","yes","false","false","yes",25,"yes","no","no","yes","no",129700,9629,63.9,NA,"Robert D. Isom","U.S.","Fort Worth","TX","www.aa.com","Public","Market value as of July 17, 2023.",4.8971e+10,1.27e+08,6.4716e+10,9.629e+09
"90",90,"CHS","","Food, Beverages & Tobacco","Food Production","yes","false","false","yes",5,"yes","no","no","yes","no",10014,NA,24.3,203.1,"Jay D. Debertin","U.S.","Inver Grove Heights","MN","www.chsinc.com","Private","A cooperative. Figures are for fiscal year ended Aug. 31, 2022.",4.7792e+10,1.679e+09,1.8825e+10,NA
"91",91,"Performance Food Group","PFGC","Wholesalers","Wholesalers: Food and Grocery","yes","false","false","yes",21,"yes","no","no","yes","no",34825,9422,61.6,176.4,"George L. Holm","U.S.","Richmond","VA","www.pfgc.com","Public","Figures are for fiscal year ended June 30, 2022. Excise taxes have been deducted. Market value as of July 17, 2023.",4.7194e+10,1.13e+08,1.2378e+10,9.422e+09
"92",92,"PBF Energy","PBF","Energy","Petroleum Refining","yes","false","false","yes",38,"yes","no","no","no","no",3616,5589,71.8,1145.4,"Thomas J. Nimbley","U.S.","Parsippany","NJ","www.pbfenergy.com","Public","Excise taxes have been deducted. Market value as of July 17, 2023.",4.683e+10,2.877e+09,1.3549e+10,5.589e+09
"93",93,"Nike","NKE","Apparel","Apparel","yes","false","false","yes",-10,"no","yes","no","yes","no",79100,190161,4.9,5.6,"John J. Donahoe II","U.S.","Beaverton","OR","www.nike.com","Public","Figures are for fiscal year ended May 31, 2022. Market value as of July 17, 2023.",4.671e+10,6.046e+09,4.0321e+10,1.90161e+11
"94",94,"Best Buy","BBY","Retailing","Specialty Retailers: Other","yes","false","true","no",-26,"no","yes","no","yes","no",71100,17066,-10.6,-42.2,"Corie S. Barry","U.S.","Richfield","MN","www.investors.bestbuy.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",4.6298e+10,1.419e+09,1.5803e+10,1.7066e+10
"95",95,"Bristol-Myers Squibb","BMY","Health Care","Pharmaceuticals","yes","false","false","yes",-13,"no","yes","no","yes","no",34300,145780,-0.5,-9.5,"Giovanni Caforio","U.S.","New York","NY","www.bms.com","Public","Market value as of July 17, 2023.",4.6159e+10,6.327e+09,9.682e+10,1.4578e+11
"96",96,"United Airlines Holdings","UAL","Transportation","Airlines","yes","false","false","yes",50,"yes","no","no","no","no",92795,14474,82.5,NA,"J. Scott Kirby","U.S.","Chicago","IL","www.united.com","Public","Market value as of July 17, 2023.",4.4955e+10,7.37e+08,6.7358e+10,1.4474e+10
"97",97,"Thermo Fisher Scientific","TMO","Technology","Scientific, Photographic and Control Equipment","yes","false","false","yes",-5,"no","yes","no","yes","no",130000,222150,14.5,-10,"Marc N. Casper","U.S.","Waltham","MA","www.thermofisher.com","Public","Market value as of July 17, 2023.",4.4915e+10,6.95e+09,9.7154e+10,2.2215e+11
"98",98,"Qualcomm","QCOM","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",9,"yes","no","no","yes","no",51000,142252,31.7,43,"Cristiano R. Amon","U.S.","San Diego","CA","www.qualcomm.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",4.42e+10,1.2936e+10,4.9014e+10,1.42252e+11
"99",99,"Abbott Laboratories","ABT","Health Care","Medical Products and Equipment","yes","false","false","yes",-13,"no","yes","no","yes","no",115000,175984,1.3,-2,"Robert B. Ford","U.S.","Abbott Park","IL","www.abbott.com","Public","Market value as of July 17, 2023.",4.3653e+10,6.933e+09,7.4438e+10,1.75984e+11
"100",100,"Coca-Cola","KO","Food, Beverages & Tobacco","Beverages","yes","false","false","yes",-7,"no","yes","no","yes","no",82500,268361,11.3,-2.3,"James R. Quincey","U.S.","Atlanta","GA","www.coca-colacompany.com","Public","Market value as of July 17, 2023.",4.3004e+10,9.542e+09,9.2763e+10,2.68361e+11
"101",101,"Oracle","ORCL","Technology","Computer Software","yes","false","true","yes",-10,"no","yes","no","yes","no",143000,250866,4.8,-51.1,"Safra A. Catz","U.S.","Austin","TX","www.oracle.com","Public","Figures are for fiscal year ended May 31, 2022. Market value as of July 17, 2023.",4.244e+10,6.717e+09,1.09297e+11,2.50866e+11
"102",102,"Nucor","NUE","Materials","Metals","yes","false","false","yes",-4,"no","yes","no","yes","no",31400,38917,13.8,11.4,"Leon J. Topalian","U.S.","Charlotte","NC","www.nucor.com","Public","Market value as of July 17, 2023.",4.1513e+10,7.607e+09,3.2479e+10,3.8917e+10
"103",103,"TIAA","","Financials","Insurance: Life, Health (Mutual)","yes","false","true","yes",-13,"no","yes","no","yes","no",16070,NA,0.9,-87.8,"Thasunda Brown Duckett","U.S.","New York","NY","www.tiaa.org","Private","",4.0911e+10,4.94e+08,6.34457e+11,NA
"104",104,"Massachusetts Mutual Life Insurance","","Financials","Insurance: Life, Health (Mutual)","yes","false","false","yes",-4,"no","yes","no","yes","no",10662,NA,12.2,365,"Roger W. Crandall","U.S.","Springfield","MA","www.massmutual.com","Private","",4.0281e+10,1.485e+09,3.81336e+11,NA
"105",105,"General Dynamics","GD","Aerospace & Defense","Aerospace & Defense","yes","false","true","yes",-11,"no","yes","no","yes","no",106500,62692,2.4,4.1,"Phebe N. Novakovic","U.S.","Reston","VA","www.gd.com","Public","Market value as of July 17, 2023.",3.9407e+10,3.39e+09,5.1585e+10,6.2692e+10
"106",106,"Capital One Financial","COF","Financials","Commercial Banks","yes","true","false","yes",2,"yes","no","no","yes","yes",55943,36776,19.8,-40.6,"Richard D. Fairbank","U.S.","McLean","VA","www.capitalone.com","Public","Market value as of July 17, 2023.",3.8373e+10,7.36e+09,4.55249e+11,3.6776e+10
"107",107,"HF Sinclair","DINO","Energy","Petroleum Refining","yes","false","false","yes",90,"yes","no","no","no","no",5223,9492,107.8,423.5,"Tim Go","U.S.","Dallas","TX","www.hfsinclair.com","Public","Excise taxes have been deducted. Market value as of July 17, 2023.",3.8205e+10,2.923e+09,1.8126e+10,9.492e+09
"108",108,"Dollar General","DG","Retailing","Specialty Retailers: Other","yes","false","false","yes",-2,"no","yes","no","yes","no",170000,46114,10.6,0.7,"Jeffery C. Owen","U.S.","Goodlettsville","TN","www.dollargeneral.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",3.7845e+10,2.416e+09,2.9083e+10,4.6114e+10
"109",109,"Arrow Electronics","ARW","Wholesalers","Wholesalers: Electronics and Office Equipment","yes","false","false","yes",-5,"no","yes","no","yes","no",22300,7278,7.7,28.8,"Sean J. Kerins","U.S.","Centennial","CO","www.arrow.com","Public","Market value as of July 17, 2023.",3.7124e+10,1.427e+09,2.1763e+10,7.278e+09
"110",110,"Occidental Petroleum","OXY","Energy","Mining, Crude-Oil Production","yes","false","true","yes",25,"yes","no","no","no","no",11973,56069,38.6,473,"Vicki A. Hollub","U.S.","Houston","TX","www.oxy.com","Public","Market value as of July 17, 2023.",3.7095e+10,1.3304e+10,7.2609e+10,5.6069e+10
"111",111,"Northwestern Mutual","","Financials","Insurance: Life, Health (Mutual)","yes","false","false","yes",-14,"no","yes","no","yes","no",8323,NA,0.5,-6.7,"John E. Schlifske","U.S.","Milwaukee","WI","www.northwesternmutual.com","Private","",3.6921e+10,9.12e+08,3.4039e+11,NA
"112",112,"Travelers","TRV","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","yes",-9,"no","yes","no","yes","no",32175,39783,5.9,-22.4,"Alan D. Schnitzer","U.S.","New York","NY","www.travelers.com","Public","Market value as of July 17, 2023.",3.6884e+10,2.842e+09,1.15717e+11,3.9783e+10
"113",113,"Northrop Grumman","NOC","Aerospace & Defense","Aerospace & Defense","yes","false","true","yes",-12,"no","yes","no","yes","no",95000,70203,2.6,-30.1,"Kathy J. Warden","U.S.","Falls Church","VA","www.northropgrumman.com","Public","Market value as of July 17, 2023.",3.6602e+10,4.896e+09,4.3755e+10,7.0203e+10
"114",114,"USAA","","Financials","Insurance: Property and Casualty (Stock)","no","false","false","no",-18,"no","yes","no","yes","no",36820,NA,-3.1,-139.3,"Wayne Peacock","U.S.","San Antonio","TX","www.usaa.com","Private","",3.6297e+10,1.296e+09,2.04005e+11,NA
"115",115,"Honeywell International","HON","Industrials","Electronics, Electrical Equip.","yes","false","false","no",-10,"no","yes","no","yes","no",97000,127695,3.1,-10.4,"Vimal Kapur","U.S.","Charlotte","NC","www.honeywell.com","Public","Market value as of July 17, 2023.",3.5466e+10,4.966e+09,6.2275e+10,1.27695e+11
"116",116,"3M","MMM","Chemicals","Chemicals","yes","false","false","no",-14,"no","yes","no","yes","no",92000,57965,-3.2,-2.4,"Michael F. Roman","U.S.","St. Paul","MN","www.3m.com","Public","Market value as of July 17, 2023.",3.4229e+10,5.777e+09,4.6455e+10,5.7965e+10
"117",117,"US Foods Holding","USFD","Wholesalers","Wholesalers: Food and Grocery","yes","false","false","yes",NA,"","","no","yes","no",29000,8568,15.5,61.6,"David E. Flitman","U.S.","Rosemont","IL","www.usfoods.com","Public","Market value as of July 17, 2023.",3.4057e+10,2.65e+08,1.2773e+10,8.568e+09
"118",118,"Warner Bros. Discovery","WBD","Media","Entertainment","no","false","false","yes",192,"yes","no","no","no","no",37500,36778,177.4,-832.7,"David M. Zaslav","U.S.","New York","NY","wbd.com","Public","Market value as of July 17, 2023.",3.3817e+10,7.371e+09,1.34001e+11,3.6778e+10
"119",119,"Lennar","LEN","Engineering & Construction","Homebuilders","yes","false","false","yes",12,"yes","no","no","no","no",12012,29726,24.1,4.2,"Jonathan M. Jaffe","U.S.","Miami","FL","www.lennar.com","Public","Figures are for fiscal year ended Nov. 30, 2022. Market value as of July 17, 2023.",3.3671e+10,4.614e+09,3.7984e+10,2.9726e+10
"120",120,"D.R. Horton","DHI","Engineering & Construction","Homebuilders","yes","false","false","yes",4,"yes","no","no","no","no",13237,33546,20.5,40.3,"David V. Auld","U.S.","Arlington","TX","www.drhorton.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",3.348e+10,5.858e+09,3.0351e+10,3.3546e+10
"121",121,"Jabil","JBL","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",-2,"no","yes","no","yes","no",250000,11750,14.3,43.1,"Kenneth S. Wilson","U.S.","St. Petersburg","FL","www.jabil.com","Public","Figures are for fiscal year ended Aug. 31, 2022. Market value as of July 17, 2023.",3.3478e+10,9.96e+08,1.9717e+10,1.175e+10
"122",122,"Cheniere Energy","LNG","Energy","Pipelines","yes","false","false","yes",111,"yes","no","no","no","no",1551,38408,110.7,NA,"Jack A. Fusco","U.S.","Houston","TX","www.cheniere.com","Public","Market value as of July 17, 2023.",3.3428e+10,1.428e+09,4.1266e+10,3.8408e+10
"123",123,"Broadcom","AVGO","Technology","Semiconductors and Other Electronic Components","yes","false","false","no",5,"yes","no","no","no","no",20000,267473,21,70.7,"Hock E. Tan","U.S.","San Jose","CA","www.broadcom.com","Public","Figures are for fiscal year ended Oct. 31, 2022. Market value as of July 17, 2023.",3.3203e+10,1.1495e+10,7.3249e+10,2.67473e+11
"124",124,"CarMax","KMX","Retailing","Automotive Retailing, Services","yes","false","false","yes",50,"yes","no","no","yes","yes",32647,10158,65.2,54.1,"William D. Nash","U.S.","Richmond","VA","www.carmax.com","Public","Figures are for fiscal year ended Feb. 28, 2023. Market value as of July 17, 2023.",3.3197e+10,1.151e+09,2.6338e+10,1.0158e+10
"125",125,"Starbucks","SBUX","Hotels, Restaurants & Leisure","Food Services","yes","false","false","yes",-5,"no","yes","no","yes","no",402000,119677,11,-21.9,"Laxman Narasimhan","U.S.","Seattle","WA","www.starbucks.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",3.225e+10,3.282e+09,2.7978e+10,1.19677e+11
"126",126,"Molina Healthcare","MOH","Health Care","Health Care: Insurance and Managed Care","yes","false","false","yes",-1,"no","yes","no","no","no",15000,15586,15.1,20.2,"Joseph M. Zubretsky","U.S.","Long Beach","CA","www.molinahealthcare.com","Public","Market value as of July 17, 2023.",3.1974e+10,7.92e+08,1.2314e+10,1.5586e+10
"127",127,"Uber Technologies","UBER","Technology","Internet Services and Retailing","no","false","false","yes",83,"yes","no","no","no","no",32800,63840,82.6,NA,"Dara Khosrowshahi","U.S.","San Francisco","CA","www.uber.com","Public","Market value as of July 17, 2023.",3.1877e+10,9.141e+09,3.2109e+10,6.384e+10
"128",128,"Philip Morris International","PM","Food, Beverages & Tobacco","Tobacco","yes","false","false","yes",-18,"no","yes","no","yes","no",79800,150946,1.1,-0.7,"Jacek Olczak","U.S.","Stamford","CT","www.pmi.com","Public","Excise taxes have been deducted. Market value as of July 17, 2023.",3.1762e+10,9.048e+09,6.1681e+10,1.50946e+11
"129",129,"Netflix","NFLX","Media","Entertainment","yes","false","false","yes",-14,"no","yes","no","yes","no",12800,153858,6.5,-12.2,"Ted Sarandos/Gregory K. Peters","U.S.","Los Gatos","CA","www.netflix.com","Public","Market value as of July 17, 2023.",3.1616e+10,4.492e+09,4.8595e+10,1.53858e+11
"130",130,"NRG Energy","NRG","Energy","Energy","yes","false","false","no",3,"yes","no","no","no","no",6603,7965,16.9,-44.2,"Mauricio Gutierrez","U.S.","Houston","TX","www.nrg.com","Public","Market value as of July 17, 2023.",3.1543e+10,1.221e+09,2.9146e+10,7.965e+09
"131",131,"Mondelez International","MDLZ","Food, Beverages & Tobacco","Food Consumer Products","yes","false","false","yes",-10,"no","yes","no","yes","no",91000,95050,9.7,-36.8,"Dirk Van de Put","U.S.","Chicago","IL","www.mondelezinternational.com","Public","Market value as of July 17, 2023.",3.1496e+10,2.717e+09,7.1161e+10,9.505e+10
"132",132,"Danaher","DHR","Health Care","Medical Products and Equipment","yes","false","false","yes",-14,"no","yes","no","yes","no",80000,183764,6.9,12.1,"Rainer M. Blair","U.S.","Washington","DC","www.danaher.com","Public","Market value as of July 17, 2023.",3.1471e+10,7.209e+09,8.435e+10,1.83764e+11
"133",133,"Salesforce","CRM","Technology","Computer Software","yes","true","false","yes",3,"yes","no","no","no","yes",79390,199780,18.3,-85.6,"Marc R. Benioff","U.S.","San Francisco","CA","www.salesforce.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",3.1352e+10,2.08e+08,9.8849e+10,1.9978e+11
"134",134,"Paramount Global","PARA","Media","Entertainment","yes","false","false","yes",-18,"no","yes","no","yes","no",27400,14657,5.9,-75.7,"Robert M. Bakish","U.S.","New York","NY","www.paramount.com","Public","Includes revenues from discontinued operations. Market value as of July 17, 2023.",3.1331e+10,1.104e+09,5.8393e+10,1.4657e+10
"135",135,"CBRE Group","CBRE","Financials","Real estate","yes","false","false","yes",-9,"no","yes","no","no","no",115000,22563,11.1,-23.4,"Robert E. Sulentic","U.S.","Dallas","TX","www.cbre.com","Public","Market value as of March 31, 2023.",3.0828e+10,1.407e+09,2.0513e+10,2.2563e+10
"136",136,"Micron Technology","MU","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",-9,"no","yes","no","no","no",48000,66036,11,48.2,"Sanjay Mehrotra","U.S.","Boise","ID","www.micron.com","Public","Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",3.0758e+10,8.687e+09,6.6283e+10,6.6036e+10
"137",137,"Visa","V","Business Services","Financial Data Services","yes","false","false","yes",10,"yes","no","no","no","yes",26500,475307,21.6,21.5,"Ryan McInerney","U.S.","San Francisco","CA","www.visa.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2.931e+10,1.4957e+10,8.5501e+10,4.75307e+11
"138",138,"Southern","SO","Energy","Utilities: Gas and Electric","yes","false","false","yes",15,"yes","no","no","no","no",27562,75948,26.7,47.3,"Christopher C. Womack","U.S.","Atlanta","GA","www.southerncompany.com","Public","Market value as of March 31, 2023.",2.9279e+10,3.524e+09,1.34891e+11,7.5948e+10
"139",139,"United Natural Foods","UNFI","Wholesalers","Wholesalers: Food and Grocery","yes","false","false","yes",-7,"no","yes","no","no","no",30300,1565,7.2,66.4,"Sandy Douglas","U.S.","Providence","RI","www.unfi.com","Public","Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",2.8928e+10,2.48e+08,7.628e+09,1.565e+09
